CountryID,Country,IndicatorName,Year,VA_real,VA_nom,VA_n_nom,VA_n_real,VA_aggregate_nom,VA_aggregate_real,p_a,p_n,p_agg,ISO,GEKS ag index,GEKS non_ag index,GEKS aggregate index,PPPs_ag,PPPs_non_ag,PPPs_aggregate,VA_ag_PPP,VA_non_ag_PPP,VA_agg_PPP
724,Spain,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,26364748821.48103,31849955063.03397,1004515808622.535,1010114082275.216,1036365763685.569,1036478831096.697,1.2080507680423564,0.9944577808082121,0.9998909119918943,ESP,1.1019022036511978,0.8900712197756419,0.8957800993826303,0.8965588786806397,0.7281732723575535,0.7328038499129679,35524666388.78621,1379501070356.9048,1414247160148.8638
144,Sri Lanka,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,3827193118.58337,2189563398.719945,22622767278.632576,36766243476.83091,24812330677.35252,40593436595.414276,0.572106849818545,0.615313535985498,0.6112399628701428,LKA,0.925576204923281,0.2410729881121545,0.2627367863510644,0.7530918457825126,0.19722343867594078,0.21493503671773384,2907432089.4350443,114706281517.60504,115441070270.63078
752,Sweden,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,5363735004.958411,4544841233.64437,342144089023.43604,370899918738.39526,346688930257.0804,376263653743.3537,0.84732769785289,0.9224701105010449,0.9213989361129046,SWE,1.1120275848484622,1.23258881195903,1.2274795604113686,0.9047973597203844,1.0083892263157956,1.0041546448496266,5023048735.518959,339297644297.0121,345254520342.32983
756,Switzerland,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,4232248570.788535,3424224942.645345,399303033304.50995,552060112285.9652,402727258247.1553,556292360856.7538,0.8090793547145927,0.7232962940413858,0.723948927910693,CHE,2.9717959775999585,1.3854992608537846,1.4319863133551276,2.4179914156774434,1.13348629661251,1.1714538916108266,1416144375.221443,352278659651.95197,343784131096.5971
764,Thailand,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,32078959716.392326,17406606999.37131,171911850214.9306,255938494475.1579,189318457214.3019,288017454191.55023,0.5426175646985382,0.6716920429162595,0.6573159176957133,THA,0.950365401603626,0.2927199984700686,0.3138214354473936,0.7732614890643581,0.23947620643680212,0.25672545777647715,22510634818.285343,717866099404.319,737435464538.6808
788,Tunisia,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,3124272985.183832,2959304267.3997455,26709349227.962967,26791142339.41021,29668653495.362713,29915415324.59404,0.9471977261377562,0.9969470091864309,0.9917513487092235,TUN,1.0548968617261856,0.4250543185570922,0.4442795351207584,0.8583131464290421,0.3477398068791012,0.3634482994190397,3447814215.2566867,76808431763.03084,81631014762.72441
792,Türkiye,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,44744722833.67591,46405464323.93199,396353356704.9605,420195965702.20703,442758821028.8925,464940688535.88293,1.0371159185951235,0.943258358139155,0.9522909737651871,TUR,1.939444753320028,0.5686505206442031,0.6103922652078875,1.5780224483969467,0.46521682899677513,0.49933884689971786,29407353723.689766,851975534848.3063,886690117898.6615
800,Uganda,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,5536684870.26772,2980925517.520628,7421788205.951292,10047246307.026049,10402713723.47192,15583931177.29377,0.5383953732906761,0.7386887888635942,0.6675282125622429,UGA,0.4441680247727531,0.3467793841282719,0.3497617994882628,0.3613957617259741,0.2837025547129496,0.28612691149773545,8248368777.996059,26160456022.190784,36356991619.62349
826,United Kingdom,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,16987921991.145939,13856405625.4716,2276888717844.6006,2399386189084.8013,2290745123470.0723,2416374111075.9473,0.8156621882707916,0.9489463297748976,0.9480092974717662,GBR,1.412226001425814,1.1678464858708697,1.1740347046551023,1.1490527526731067,0.9554230923703133,0.9604334279089652,12058981272.388632,2383120877051.294,2385115987119.9326
840,United States,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,159160027038.95984,129500000000.0,12909900000000.0,15780214512651.445,13039400000000.0,15939374539690.404,0.8136465066589896,0.8181067494139428,0.8180622123867395,USA,1.0,1.0,1.0,0.8136465066589896,0.8181067494139428,0.8180622123867395,159160027038.95984,15780214512651.445,15939374539690.404
704,Viet Nam,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,24229577421.215744,11123206187.896376,46510175663.533035,81831989092.8484,57633381851.42941,106061566514.06415,0.4590755337795015,0.5683617883314745,0.5433955366271817,VNM,1.4804488578036874,0.2254200334381747,0.2641641139679787,1.2045620414392615,0.1844176508088874,0.21610267950582743,9234232696.39636,252200239291.25787,266694434253.30258
894,Zambia,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,1213048947.1866336,1215090821.0526316,6611382050.391937,9291442637.362602,7826472871.444569,10504491584.549236,1.0016832576053372,0.7115560315473888,0.7450596545725554,ZMB,5.954592166735412,0.4011768581441258,0.5581848952604622,4.8449331150432515,0.3282054953563892,0.4566299703376342,250796201.3510241,20144032150.384384,17139639050.975214
